357643,713723,39,39
1487177,862441,6,6
643415,1328215,6,39
631770,779043,19,19
1433467,1474088,6,6
651396,978869,23,23
854355,1634881,23,23
1176621,421969,6,6
1675464,1427530,19,19
306380,1100766,19,19
1163548,1072850,35,35
528971,969276,19,19
1060351,216436,23,23
1133615,948769,23,23
159701,159702,6,19
484718,301327,23,23
799575,1694689,19,35
1196181,969383,19,19
1688981,1689705,35,35
1554191,1539304,35,35
756887,404514,35,35
1054088,741836,19,19
1501085,684550,6,35
877328,675160,23,6
675448,750598,35,35
180630,100247,35,35
1293018,260137,23,23
1460322,1328202,19,19
1589032,558030,35,35
102520,202975,6,6
175923,380450,35,35
1020511,1435035,19,19
848505,368244,19,19
593048,1257905,19,19
420490,884792,23,23
655334,1174466,19,19
929586,501459,19,19
1384549,522311,23,19
679520,610537,35,35
442506,1490962,19,19
870696,1050423,6,6
903852,824233,19,19
453478,1374582,6,6
581812,570554,19,23
765130,922846,6,6
130828,351945,39,23
1428255,1359396,23,23
80155,995814,6,6
635675,353330,39,39
1571835,1502806,6,6
626003,699081,6,6
1490962,1654687,19,19
803778,653368,19,23
483229,950257,23,19
539231,1507006,39,39
1532818,1663289,6,6
1414410,367501,19,19
1129036,267951,19,19
425745,238118,19,19
586563,1408082,39,19
359034,565970,6,6
1225355,1383073,23,39
1286598,1589753,23,23
285283,187403,6,6
863897,1144125,6,6
1602344,679579,19,19
1649085,903852,19,19
1311835,1047787,6,6
913277,1490875,19,19
1043837,1182245,19,19
1707347,1692149,39,39
633232,343408,19,19
632077,902728,6,19
704465,209215,6,6
635279,336466,19,19
608480,644223,23,23
1169922,1414951,23,23
853326,1623346,35,35
1034133,1209780,23,23
1301765,1074444,39,23
938150,977876,23,23
830945,1073485,6,6
938851,144021,39,39
1433509,228271,19,23
1130954,1490875,19,19
1171277,925711,6,6
1128144,527675,6,6
1336808,1078218,23,39
1598216,1485169,19,19
257044,1509946,19,39
1591495,831387,6,6
1572926,1472796,23,23
813885,202662,6,6
1554191,1538841,35,35
685022,1152810,23,23
1129589,1533120,23,23
183129,1634056,6,6
304570,207562,23,39
1478664,719397,19,19
1393081,857683,6,6
522971,1666335,23,23
315435,1181141,19,39
977593,1038383,35,35
602681,814160,23,23
1085897,500207,6,6
950417,309209,23,23
1701314,1052921,35,35
1480700,803658,6,6
1591495,583959,6,6
1439250,273471,6,6
528135,1163325,39,39
507937,221386,23,23
1390800,1172204,6,6
1309134,107619,19,6
186801,315233,6,6
1341100,1343097,39,39
312768,1267521,6,6
474294,1353357,23,23
718428,734063,6,6
1445296,879846,19,19
322579,1620324,6,6
373666,729415,6,6
657602,1143120,6,6
635675,1063576,39,39
773207,417368,23,23
774220,1449276,6,6
1281749,1131165,23,23
544810,1181141,23,39
421882,1162489,19,19
118629,791360,19,19
1190401,350490,6,6
523304,585246,6,6
871544,1033618,19,19
474294,1352302,23,23
1692356,1276200,6,6
374105,366813,6,6
532241,750066,19,23
1047949,704952,23,23
1670631,841776,6,6
941675,1148197,6,23
810892,1605043,6,6
1020972,844556,19,19
1705292,796474,6,35
176598,839826,23,23
444158,155844,6,6
1573380,1656711,19,19
1227655,258849,6,6
248105,858565,23,23
796407,1581067,35,6
360688,964057,6,6
1446729,1517539,6,6
1312980,890129,39,39
1393030,1549771,6,6
29486,1179647,6,19
1489726,448880,35,6
1681740,1633198,39,39
1077778,1676023,19,19
938041,797110,6,6
180287,1121056,19,23
698505,705964,6,6
1015068,1038827,6,6
1681740,1633105,39,39
1196081,853020,6,6
817816,281466,19,19
833192,185150,19,19
1191864,1213307,19,19
1274508,1427530,19,19
1189824,339895,39,39
1569415,977119,19,19
486774,493537,6,6
818712,1206661,23,23
1595721,1026495,35,35
837434,916288,23,23
989254,911580,6,6
1042155,523304,23,6
168241,483733,19,19
689491,1474076,6,6
1310248,980716,6,6
321012,617826,23,23
798640,407686,23,23
798071,1708964,23,6
1271945,1269981,6,6
577441,835564,19,23
1553698,892812,19,19
1588330,1074120,6,6
937655,296086,19,19
1667099,387507,6,6
915964,1482498,6,6
892772,1337995,19,19
967397,1238077,35,35
285178,289362,23,6
1604124,1152939,6,6
1478671,383983,19,23
472993,368244,19,19
475395,1617453,6,6
719680,268463,19,19
345811,108501,6,6
218254,131189,39,23
362119,1165421,6,6
121716,425745,19,19
1418775,295342,6,6
1261664,1573938,6,6
1308451,1387646,6,6
429149,1512320,23,39
440411,1576548,39,39
320602,294236,6,6
946202,1004039,39,39
1015068,1039387,6,6
977807,751603,19,19
359498,1256503,6,6
179780,671034,23,23
972450,1234746,19,19
197642,1135704,19,19
1090268,341722,6,6
1025126,863281,6,6
1142333,421691,6,6
529401,1351630,19,39
1593045,1602128,6,35
1343290,238525,39,39
973577,518799,19,19
1598621,1051401,39,39
1463501,1114012,23,6
1481450,1196440,19,19
101566,114828,35,6
954432,1625298,35,35
1025546,1637606,6,6
152480,819037,6,6
787251,1595804,19,19
1286889,1414410,19,19
1627603,119023,19,6
1183893,1588048,6,6
1558802,1559567,6,6
1543280,935262,23,23
331340,1427123,6,6
1690683,795090,19,23
1407124,898094,23,23
336181,1016425,35,35
629082,907937,6,6
1611598,325227,23,23
1650754,641043,23,23
1650754,641042,23,23
82191,1222043,6,39
362931,190399,19,19
1345154,1178785,39,39
1154423,914799,6,6
1186926,1706974,39,39
790424,863281,6,6
877746,577009,6,6
860388,860387,6,6
747658,511051,6,6
1415186,367501,19,19
1142333,421099,6,6
117073,1537357,6,6
1689424,1655474,6,6
399687,1127640,6,6
723058,1539793,6,6
529416,341652,19,19
1278020,295119,19,19
1159779,1086547,6,6
258819,1250488,39,39
869488,918530,19,19
1520912,1545120,39,39
707811,642757,6,6
191167,1113492,19,19
35944,1104794,6,19
641885,137152,6,6
988412,731598,19,6
364128,1282396,6,6
1328215,339713,39,23
345811,772341,6,6
1110537,1356440,23,23
150294,1190836,6,6
883063,1271084,19,19
1417015,1358630,23,23
666178,787583,23,23
627691,1027184,23,23
1119823,1039387,6,6
990560,1305523,6,19
1322241,548103,19,19
1636906,318098,39,39
755860,900043,19,19
475346,1634881,23,23
497277,871480,35,35
837100,1390406,35,35
568567,94537,19,23
537517,1626737,23,19
1659777,1257544,6,6
1114394,1451748,6,6
283749,149290,23,6
810311,1279641,6,6
736668,728397,23,23
1027982,1027476,23,23
1555664,890129,39,39
878438,941214,23,23
1522267,515190,23,23
367827,1129036,19,19
1512320,1343378,39,39
1580588,255868,6,6
1459964,910974,6,6
415477,1036221,19,19
1027982,1027929,23,23
769755,445747,19,19
1675464,1388175,19,19
1087116,1179905,23,23
825393,306878,39,39
1460165,910215,6,6
310056,1187500,23,23
1546480,211530,23,19
550144,488474,6,19
445676,216991,19,19
186526,315435,23,19
117162,1500597,6,23
1559318,1593045,6,6
1362578,1301651,19,19
511620,1166729,6,6
190763,865478,6,6
444158,1700391,6,6
769755,445676,19,19
1294463,1341610,19,19
1598216,1487843,19,19
523173,1675822,19,19
554727,1536051,6,6
1578085,574070,35,35
1399522,250342,6,6
1573292,875387,6,6
1437776,1063548,6,6
1343221,886906,6,6
938155,978869,23,23
1425433,1440570,6,6
1673528,1657879,23,23
1547400,958315,23,19
1429018,1090455,6,6
534477,1082961,6,6
443699,608352,6,6
510853,1390741,39,39
501521,166036,6,35
1521438,1491669,6,6
1480173,1535783,19,19
825851,781637,6,6
431463,1299194,19,19
394077,1011031,6,6
348825,324627,19,19
1572384,471391,23,23
900442,328202,23,19
1150392,1681093,6,6
437691,826557,6,6
905700,853020,6,6
131127,108317,6,6
194111,1066945,19,19
123379,149230,6,6
406242,1079815,6,6
576021,576043,19,19
1549831,1362883,19,19
1192062,779043,19,19
538139,281466,19,19
170966,1575764,6,6
815018,238851,6,6
851492,793334,39,39
203815,107654,6,6
490100,932220,23,23
1117946,1404897,6,39
1421008,170687,23,23
1426739,1157511,23,19
277557,1206405,19,19
490100,748095,23,23
441945,301448,39,39
1085129,1708632,19,19
836063,563929,6,6
949054,1328729,6,35
1027982,1028002,23,23
1711269,1035771,6,6
1034763,524420,19,23
818478,456451,6,6
1671556,1619769,19,19
1659129,301339,19,19
1060826,661337,35,6
1220363,694643,6,6
1102312,643257,6,6
497277,871822,35,35
59595,990659,6,6
1671556,800658,19,19
529325,1694220,23,23
858709,625530,19,19
1113178,636972,35,6
1141268,1465201,6,6
1556599,1137500,6,6
704952,307986,23,23
922269,477803,19,19
463942,190029,6,6
1240538,1115965,6,6
1209033,1285799,6,6
190017,376030,19,19
761290,115965,6,6
746617,1014069,19,19
814529,1378124,19,23
1046003,1614038,6,6
1651160,45552,35,6
240466,137943,6,6
209215,1095450,6,6
1398467,876459,19,19
988524,1290856,19,19
1314504,664120,23,23
1313474,504006,19,19
991267,1078892,19,19
289935,1495459,19,19
1672109,615648,6,6
854491,1026411,39,39
586652,816997,19,39
468692,997959,6,6
1549831,453974,19,19
719717,1362580,6,6
739213,1680915,19,39
229873,1262975,6,6
223654,462635,19,19
1379256,907420,6,6
1370523,509873,39,39
1116205,722385,19,19
1286598,1029259,23,39
1257289,1277254,6,6
1323415,749900,23,23
77529,114797,6,23
1291760,1291758,6,6
278760,304118,39,39
646362,1613892,23,19
62588,258680,19,6
878087,754850,6,6
1260236,1709625,19,19
186526,636232,23,19
1560843,181529,19,19
1217660,819748,6,6
1006236,1311766,35,35
1602344,771424,19,23
472644,574058,35,35
990890,1627609,39,39
416531,1356416,23,23
607955,1592848,19,19
1161352,198096,6,6
158232,1100881,6,6
1074069,399183,6,6
1237295,890049,23,23
1362499,862793,6,6
869205,1069741,6,6
1242158,925665,39,39
1136685,631649,19,19
416253,1619769,19,19
157274,627691,6,23
210344,248384,19,35
1478664,149278,19,19
642371,600085,35,35
1315939,363606,6,6
195906,249324,19,19
395905,931023,6,6
1587071,713723,39,39
620257,387751,19,23
1264091,1042155,6,23
918530,76826,19,6
1480549,554158,6,6
177401,1014069,23,19
1138731,221946,6,6
1034764,719397,23,19
285651,549177,23,23
1206777,1479649,35,6
629413,919600,23,23
368552,250342,6,6
846411,1211484,35,35
817096,903852,19,19
1566565,409906,19,19
258849,1542703,6,6
837845,1458366,19,19
866027,912574,23,23
671170,1354465,19,19
892793,164972,39,19
767259,756325,6,6
1354575,1373613,6,6
887713,159316,39,39
1650727,1277968,39,39
451399,1213729,19,19
728310,1020027,23,23
465623,930030,6,6
322259,219896,6,35
1220245,1706440,6,6
420594,726506,6,6
1165737,1166072,23,23
656522,649975,19,39
1048824,1629773,23,23
240466,1270190,6,6
1181090,1480056,23,23
872001,572624,19,19
959289,1123348,23,23
789130,890974,35,35
825727,1066082,23,23
990560,158470,6,23
664281,589902,35,35
1227508,181839,6,6
841606,410685,39,39
712116,630177,23,23
211161,470875,35,6
575691,582997,19,19
1536014,1359861,23,39
398884,250342,6,6
1337678,1697982,19,23
1516616,1399744,6,6
1129036,415084,19,19
1329857,1412405,19,19
762838,1026817,23,6
751094,1615496,19,19
1038865,706368,39,39
536913,891948,6,6
315774,1121967,6,6
1027982,1029530,23,23
1479355,686659,35,6
74150,411976,6,6
423810,806078,6,6
481318,1654601,19,19
1049551,1339058,6,6
538139,1630964,19,39
1618625,826407,19,19
509381,575691,6,19
795861,407751,6,6
1593966,410790,23,23
1660450,1530135,19,19
522311,384939,19,19
1210918,922155,6,6
1558836,1573256,6,6
691458,262844,19,19
210419,1689705,35,35
1192062,1100766,19,19
1421762,1355680,23,6
1537990,586652,19,19
1500672,910233,39,39
291881,436865,23,23
1230735,379488,39,39
1070166,1618625,39,19
1533043,634833,23,23
1267292,502243,39,39
1683606,339713,6,23
1626242,525659,19,19
289668,461908,6,6
1225439,382505,6,6
1698002,1665126,6,6
796323,1583400,19,19
607955,1626737,19,19
208753,625273,6,35
1428945,1633791,6,6
1341625,1606134,23,23
1651372,1525980,6,23
881667,927797,19,19
1007368,660578,6,6
90901,1585297,6,19
1359040,630249,39,39
1005013,198721,35,35
1141954,349890,35,35
1382459,1485698,39,39
755860,1442372,19,19
304833,582840,6,19
574867,1228139,6,6
1429419,191839,23,23
330870,1622600,6,6
916288,1097889,23,23
1013066,1373042,39,39
1175360,1139395,19,19
294111,1232160,6,6
502491,1108938,6,6
594691,290837,23,23
1389661,1702515,19,19
357643,635675,39,39
818712,1157073,23,23
698376,1382778,19,19
1675822,880557,19,19
1337493,209783,19,19
1558598,291626,19,19
1062496,819165,39,39
989154,603517,19,19
1702515,1175360,19,19
759678,795526,19,39
1700030,1400776,19,19
517676,1029033,19,19
236395,811246,39,39
1561338,317615,35,35
584767,1353250,39,39
201603,876459,6,19
219581,1440823,6,6
1186989,1584691,6,6
1093090,1096936,19,19
1311072,753724,35,35
799662,1622335,6,6
529401,378742,19,39
475733,360977,6,6
350367,255663,6,6
841231,1330957,6,6
527265,538752,6,6
986293,923878,6,6
293157,1181839,19,19
1680915,582997,39,19
215643,434473,19,19
383997,541922,23,23
259356,1340950,6,6
1600857,1409619,19,19
257801,1419485,35,6
1090146,952829,6,6
416531,1427530,23,19
1204144,1214148,6,6
177661,1465832,6,6
1299516,556639,19,23
1182307,1596842,19,19
995104,1159097,6,6
874655,1180984,19,19
1523593,1274550,23,23
1134577,1415621,23,23
1171201,703433,39,39
1374149,1326675,6,6
210967,201763,6,6
1286889,1175360,19,19
1036405,1695665,19,19
178581,925665,39,39
948334,628109,19,39
854244,394894,6,6
703149,159817,19,19
522116,251748,19,6
1203913,1555970,6,6
934412,900920,19,19
1304724,1095798,23,23
1276773,208247,19,19
279745,545864,23,23
1274049,1304724,23,23
1269497,923460,19,23
1011267,1480867,6,6
306006,1447381,19,19
291626,1290415,19,23
806072,645155,39,39
553564,1052974,6,6
1312980,1044634,39,39
737839,810854,6,6
550296,1580248,6,6
1421008,1296189,23,23
770707,1172015,39,39
462981,1211413,6,6
1583236,1235664,23,6
1134606,725060,6,6
738756,503078,6,35
681424,502243,39,39
1644614,843669,23,19
826227,824998,19,19
1384999,1024985,23,19
687734,571137,19,19
1409294,1433534,35,35
1138731,1692586,6,6
216436,415026,23,23
538139,460757,19,19
586652,170144,19,6
1037005,265294,6,6
1551464,1077589,39,39
434026,1128200,6,6
1206314,463942,6,6
421187,721854,6,6
823909,981914,39,39
1414820,912340,23,23
1343355,1404728,23,23
1049714,670605,39,6
696325,991267,19,19
149278,536622,19,19
1035148,866043,39,39
1152939,1640257,6,6
153023,526840,6,23
1696186,146697,6,6
518799,1305775,19,19
1045593,1046197,6,6
198303,429016,19,19
209783,1070750,19,19
1269091,665573,19,19
313206,288318,6,6
1463575,1462260,6,6
1650754,1650756,23,23
162250,1325438,6,6
1327768,907461,19,19
528000,450127,23,23
1619584,560382,39,39
1575272,1045719,39,39
1196494,702087,19,19
304833,512697,6,6
576771,593335,6,6
382089,825945,6,6
848505,520459,19,23
1460796,570554,39,23
1615648,165168,6,6
1423314,1333121,23,35
955578,179373,19,19
1601149,73206,6,6
1480751,1087696,6,6
317772,1127436,6,6
1679871,238851,6,6
1087472,1139395,19,19
1674537,630697,19,19
837410,411393,35,35
471391,528000,23,23
1312980,308420,39,39
885045,306963,23,23
1370282,361793,35,35
1044134,850500,19,19
527378,1420705,19,23
624582,1308555,6,6
516749,513342,35,35
572526,461684,6,6
1588513,424778,6,6
842322,1292154,19,19
1225439,1128200,6,6
594546,1296226,19,19
1006184,1393503,39,39
1212199,1171616,39,39
822306,359388,19,23
463554,771744,39,23
305860,968913,23,23
160799,310457,6,6
1603434,561042,19,23
1438380,1088434,35,35
314426,705624,23,23
48203,458765,6,19
725053,1256058,23,23
804276,1654970,19,19
837452,1687582,39,23
1701334,1610507,39,39
1397566,1012676,19,19
317298,1165861,23,23
1025126,1629285,6,6
175364,189307,6,6
258522,1333157,6,6
476029,1111118,6,6
1025740,1024985,23,19
1282531,1022526,23,23
297406,515004,6,6
1558446,368552,6,6
1586091,1259020,35,35
956905,787583,23,23
481850,480924,39,39
424016,1333410,6,6
1324407,1687921,35,35
1334130,717516,6,6
717516,1170183,6,6
1469330,422402,6,6
1509664,24007,19,19
924523,910281,6,6
1176114,39975,6,6
123214,318291,6,6
170540,1607622,19,19
1387090,1601544,6,6
705689,1702508,39,39
1390315,1427530,19,19
319651,744597,19,19
1398061,1557848,23,23
684278,1217279,6,6
842322,502257,19,19
327420,1121967,35,6
648523,615745,23,23
560062,1483438,35,35
84079,677810,6,19
922163,806559,19,23
692710,1236742,6,6
318077,1404459,6,35
1227979,410325,19,19
646938,1012800,6,6
785074,755148,23,23
1060826,1147023,35,35
1035463,1689307,39,39
829071,471391,23,23
631803,543281,6,6
963781,528384,39,39
537165,721267,6,6
1605556,960083,6,6
862006,1579232,19,6
1697982,1191174,23,23
1305771,501883,23,23
1092903,1457292,6,6
1196081,728470,6,6
1188756,1065559,35,35
1326115,1348609,6,6
713723,534785,39,39
1128086,1171507,6,35
1444839,830049,35,35
1609642,1286485,19,19
1344766,1401436,6,6
815509,1415447,19,19
387293,707309,6,6
924191,879560,39,19
466862,519849,19,19
1025126,790424,6,6
240353,989154,19,19
1088540,487057,23,23
387293,707139,6,6
881479,1688975,19,19
1302424,1434109,19,19
1630830,1088925,6,6
320974,1100701,23,19
1358524,190507,6,6
1418837,497704,23,23
514066,342608,19,19
128579,511239,6,23
1388647,63309,23,6
1312980,218498,39,39
1267292,681424,39,39
545864,1246152,23,23
744562,543894,19,19
932847,859009,19,19
1537054,407751,6,6
1630964,1328896,39,39
1119823,1038827,6,6
1435444,1428293,39,39
410144,871704,6,6
146513,1208600,19,23
377853,925923,6,6
1580920,978262,19,19
954506,940225,35,35
1562304,746914,19,19
1078892,467743,19,19
1191250,305565,19,19
1285694,1512002,23,23
1486521,630249,39,39
524743,426313,39,39
1101759,925923,35,6
1145501,1514831,6,6
1321415,439681,23,23
1538617,977300,23,23
1694039,1464548,6,6
195543,203699,6,6
756887,1070844,35,35
530809,484737,6,6
269684,441947,19,19
113984,1565105,19,19
624368,822484,6,6
769321,1060888,23,23
1609642,1282417,19,19
1470450,690733,19,23
1006280,651854,39,39
1107676,804514,23,23
939760,1034763,23,19
696325,1130954,19,19
74301,506490,6,6
277641,408753,39,39
1339916,210602,39,39
1394983,268463,19,19
424016,317827,6,6
1037550,1620510,6,6
1675880,1676308,6,6
95852,1679626,6,39
1555943,1033389,35,35
412883,207456,19,19
1368012,24007,19,19
903852,1181839,19,19
581235,1620781,23,23
576614,591023,23,23
723530,984224,6,6
903852,1438698,19,19
144674,619578,6,39
1277531,414154,19,19
1085285,1505083,19,19
1258760,1564001,23,23
1342591,1344605,39,39
963744,445747,19,19
810854,1356989,6,6
332478,671804,6,6
390605,755860,19,19
530809,485299,6,6
560071,1698002,35,6
1704335,980393,35,35
923044,1624207,19,19
1237071,1202478,6,6
166769,1078218,19,39
336181,424080,35,35
1396470,485049,6,6
768709,812582,6,6
1487011,181436,19,19
960627,189176,19,23
399620,1417631,35,35
359076,884547,35,35
1550836,775025,35,35
542584,992935,39,39
1176148,977119,19,19
641356,605822,6,6
954304,1677909,6,6
1138731,737486,6,6
1016723,1015113,23,23
454453,721380,19,19
184751,541922,23,23
443702,425745,19,19
903334,431210,19,19
498596,1402631,39,39
618519,847625,35,19
325142,126534,6,6
607119,788606,35,23
1588237,1243829,23,23
1083069,1657857,6,6
133738,982076,19,19
850612,1551119,6,6
379488,949160,39,39
891750,112164,6,6
1671690,538365,19,19
377794,614978,39,39
670057,217784,35,35
1445040,849279,23,23
1079974,1435779,35,6
491740,588378,6,6
477224,130280,6,6
690238,911982,19,39
1694168,1632450,35,35
227566,518799,23,19
1167810,335546,19,19
908821,1206869,6,6
1227119,892774,6,6
692861,553616,19,19
935463,1523716,19,19
1541940,390910,6,6
892772,1460322,19,19
438894,470298,23,23
1653096,1665835,39,39
1322546,260610,39,39
1232393,153516,6,6
204634,729984,6,6
930264,1615740,39,39
1056664,465971,39,39
1387670,911386,6,6
497353,506303,19,19
1434853,1147474,39,39
1002298,262351,35,35
1328202,892772,19,19
1063548,869149,6,6
223215,152514,6,6
1571835,1587715,6,6
944801,306380,23,19
480679,362169,19,19
938646,1373649,6,6
1153162,1161209,19,19
1311431,1257450,6,35
906160,918982,6,6
1096936,1008395,19,19
226106,1627214,6,6
867536,714810,19,19
1298422,1298415,39,39
1269224,1657562,6,6
731006,431779,23,23
1276114,713723,39,39
1107676,1161933,23,39
359089,1582449,6,6
874720,1427530,19,19
1700057,731006,19,23
763613,1562244,6,6
397811,1243208,6,6
551381,809495,6,6
1411153,1307821,23,6
327288,618482,39,39
818302,440698,6,6
787781,788328,6,6
1465421,1539211,39,39
1639415,440508,19,19
1639415,440504,19,19
1242158,1684170,39,39
1328202,1165357,19,19
1402061,901830,19,19
671606,1539793,6,6
930140,238386,23,23
1088665,1514478,19,19
1648790,1005232,23,23
638402,1536669,19,19
311900,217784,19,35
337389,1582343,39,39
771223,1335588,6,6
528238,222543,23,23
1136374,1133709,6,6
1038865,1498084,39,39
813130,1451011,19,19
1320400,1541541,19,19
1644840,1692361,6,6
1152538,718898,6,6
786084,1168088,6,6
1361342,1291997,19,19
1071006,920083,6,6
1415927,1637277,6,6
1054980,1512002,23,23
854541,1247614,6,6
1655762,177216,23,23
959911,845917,39,23
1155157,1351797,19,19
1175767,1547554,23,39
765578,1051913,6,6
226015,98585,6,6
187263,239431,23,19
634902,1227649,19,19
391739,1292876,19,19
549970,1412428,6,6
114508,733722,39,39
1307583,1229559,6,6
1604533,491615,6,6
1485896,921805,6,6
1139395,544291,19,23
1286889,472430,19,39
1142236,1455648,23,23
1402118,1384809,6,6
1126936,1607340,6,6
1358630,1668183,23,23
540041,1220674,39,39
112773,124811,6,6
439062,644581,6,6
1278938,1296093,39,39
1435847,1147474,39,39
1413001,1278020,19,19
1363337,750781,19,19
128794,595165,6,39
318077,337278,6,6
35944,583640,6,19
996437,1299084,39,39
560194,410718,6,6
1206777,1200654,35,6
537062,717448,23,19
1576952,1040848,6,6
1011889,1114138,6,6
954569,1698325,35,35
1588218,1262733,19,19
997624,1123258,6,6
1543789,1563278,35,35
1320129,540041,39,39
945751,847131,6,6
763230,1325594,23,23
530743,268463,23,19
287487,779043,19,19
1230625,712358,39,39
1466829,825392,6,6
1139281,956776,19,19
576410,1009737,39,39
710750,1257686,19,19
1155652,842131,6,35
785290,978237,6,6
549930,600739,39,39
820179,753724,35,35
1271741,1275248,23,23
411873,250666,19,19
1026459,1155891,23,23
1150405,1163395,19,19
1230418,1076762,35,6
1076196,577441,19,19
1315231,935252,19,19
1435490,713723,39,39
624360,593195,35,35
370153,1151493,23,23
990560,230985,6,23
751156,1324747,23,23
360803,966769,6,6
1428914,1460094,23,23
1017077,719584,35,35
1558201,1099575,19,19
162619,911104,6,35
1020020,1326770,23,23
766000,824722,6,6
185623,1339264,23,23
596191,799996,19,6
210889,1683360,35,35
718934,510319,39,39
574254,578967,19,23
606833,1025597,6,6
1148014,801646,6,6
1429397,720966,19,19
1174467,1007928,19,19
505611,368373,23,23
