Old Label;New Label
411092;1459
22835;358
48764;604
1110950;2088
151708;1079
13654;255
1116328;2175
126927;991
75694;777
1137466;2572
989397;1904
594025;1630
1114239;2142
1115471;2164
561613;1539
163235;1113
1131258;2452
32260;473
1106547;2006
6170;116
273949;1330
735303;1835
5454;103
143323;1058
646334;1742
1118823;2218
101145;892
47570;595
1135108;2541
6209;119
653441;1767
853155;1876
593060;1608
8832;185
153598;1086
43165;565
1102364;1915
1104261;1950
124734;980
156794;1095
11335;214
99025;885
429805;1472
27631;409
1102400;1916
18812;321
7276;162
30973;456
49843;613
521183;1513
340075;1395
561789;1541
6220;126
188471;1160
1136442;2563
171954;1129
101263;894
114966;941
121792;974
684986;1798
191216;1176
106590;917
318071;1381
207395;1214
12247;231
359067;1414
110041;928
28641;442
6784;144
87482;832
503883;1502
29723;450
237521;1268
1105698;1984
82090;805
1152859;2623
1153946;2683
28350;424
248395;1286
595056;1640
1953;40
240791;1275
74921;769
120039;971
75969;779
236759;1265
1105148;1968
578337;1578
97390;879
38537;526
574009;1558
17242;299
1128267;2344
1109017;2057
1153943;2681
647408;1752
128203;995
119956;969
8821;184
65057;707
654326;1770
180373;1150
145384;1071
17201;297
46536;592
1114442;2149
671293;1781
1694;32
10177;200
149669;1077
591017;1599
1133390;2526
753047;1845
695284;1812
28287;421
1119216;2226
226698;1245
1138091;2575
52000;634
102939;903
189574;1164
108962;923
39403;541
126920;989
1115670;2165
167656;1119
28267;419
10183;201
263069;1313
1116336;2176
131117;1005
180187;1148
1107095;2020
1105221;1969
65212;709
74937;770
1103969;1941
31863;469
1116044;2171
1125258;2300
6344;133
1123087;2282
133550;1012
576973;1572
593104;1611
137868;1042
1131634;2483
155277;1092
17363;300
39890;543
73323;759
1128982;2373
69296;738
151430;1078
5348;102
948147;1888
7041;159
628888;1676
1153195;2650
1153896;2674
1140547;2588
93755;853
39124;533
2440;47
66596;716
334153;1391
83826;814
13982;265
1105622;1982
1131330;2463
6334;131
4553;86
1133417;2527
262108;1310
1113459;2123
1130600;2416
634904;1690
154982;1090
1111733;2097
1103979;1942
1131184;2443
145315;1070
42848;564
853118;1874
1108597;2052
48550;602
184918;1156
75121;772
158172;1101
12946;243
46431;584
50337;618
1105810;1987
102938;902
202639;1207
168410;1122
643485;1714
12197;225
219239;1240
593105;1612
683294;1791
1153724;2659
118424;959
2702;56
1114605;2153
199571;1202
54132;644
574264;1559
38000;523
67245;725
107251;919
1131345;2466
353541;1408
62718;694
18834;325
335042;1392
578347;1579
103515;906
1118209;2208
686030;1800
753070;1846
1128945;2366
95597;870
1129015;2377
46887;594
37884;520
9515;192
1154229;2696
206524;1213
86258;826
312409;1377
662250;1775
63835;700
1131198;2447
17798;304
578645;1581
1123239;2286
1116594;2182
227178;1246
642621;1700
145215;1069
1120786;2256
1121569;2269
1123215;2285
1140230;2584
1129021;2379
1104787;1959
152227;1082
1102407;1917
189856;1172
116545;949
35;0
616336;1658
1104182;1947
160705;1107
31769;468
43639;567
417017;1464
48066;600
167205;1118
1116410;2179
1104647;1956
654519;1772
1123926;2294
1105530;1978
1131745;2490
714289;1827
77829;788
628766;1674
43698;568
1105877;1988
509233;1504
212777;1224
561595;1536
643735;1718
601462;1645
31055;458
1000012;1906
6910;149
28278;420
41732;558
596075;1644
85452;824
601567;1647
61069;681
1153703;2658
642798;1703
112378;936
1153056;2637
160732;1108
574710;1561
149139;1076
17477;302
12158;219
103537;910
18582;311
976334;1901
221302;1244
45189;577
1112723;2115
243274;1280
1127812;2333
97892;881
1120563;2250
36620;515
287787;1344
74749;766
23507;371
632874;1682
1110256;2074
646286;1740
630817;1677
633081;1686
1131374;2470
950986;1896
6311;129
134060;1019
820662;1868
1103676;1938
51934;633
1123576;2290
1127530;2325
936;16
62389;689
128540;997
1128846;2358
1125909;2310
12439;238
67246;726
178727;1144
1115886;2169
284025;1337
89335;836
1135746;2551
1153275;2654
1132857;2513
1688;31
184157;1155
288;7
1112650;2112
1117920;2202
608190;1651
4983;93
80491;798
27895;411
1154230;2697
649944;1763
6151;111
40131;547
152219;1080
96847;876
1132083;2496
1128198;2338
157401;1097
103543;911
1152663;2614
1129835;2404
1131647;2485
251756;1293
1129610;2398
449841;1486
682815;1790
7047;160
1112911;2117
675847;1787
567005;1550
27606;405
645016;1731
350319;1405
107569;921
202520;1205
93555;852
1105033;1965
648112;1756
253971;1297
12169;221
372862;1423
1106052;1991
1135345;2546
630890;1678
1129494;2392
1112194;2106
61312;683
1127430;2324
1106370;1999
31479;465
397590;1448
52003;635
73162;758
95198;862
1132461;2506
1112574;2111
1133469;2529
17821;306
169279;1124
177998;1141
5086;100
1129018;2378
6224;127
1128943;2365
653628;1768
509379;1506
294030;1357
1154459;2702
28290;422
1138968;2578
54844;646
582343;1592
1110426;2076
1152711;2617
285675;1339
752684;1844
38845;531
198653;1200
399370;1451
672064;1782
1153254;2651
35335;500
1109581;2065
71904;750
235678;1261
1136449;2566
595157;1642
606647;1650
1134320;2536
656048;1773
237376;1266
1114184;2139
1113828;2130
68224;732
1128542;2356
85324;821
1154500;2703
552469;1527
192850;1180
40151;549
686532;1802
119712;967
31489;467
650807;1764
152731;1084
34082;489
288107;1345
1071981;1913
241821;1277
6913;150
1133196;2524
384428;1430
1120049;2239
235670;1260
1135137;2545
1122580;2278
91852;844
154134;1089
10435;204
1152244;2596
1153889;2672
1154173;2694
1131274;2456
1105231;1970
8079;171
1112106;2105
177993;1140
137873;1043
1128975;2370
33818;484
191404;1178
140569;1049
1102567;1921
5062;96
25794;387
23116;367
4274;82
39210;540
400473;1454
46547;593
42207;560
34708;495
27612;406
321861;1384
14429;270
50980;623
256106;1301
3222;69
47839;599
50838;622
1131420;2472
1118332;2212
1061127;1911
1128208;2341
1115790;2168
1110531;2081
14531;274
20592;338
1131335;2465
1106236;1995
1136310;2558
262178;1312
59715;673
33895;486
144701;1066
1108175;2043
13195;248
1130678;2422
1133047;2523
1121739;2272
430329;1473
48075;601
81722;803
126912;988
1103031;1930
63486;696
96851;877
1131172;2441
648121;1757
688361;1805
1129442;2390
40125;546
626530;1662
6152;112
228990;1248
141171;1051
1128314;2346
640617;1696
1111240;2093
646357;1743
1154525;2706
1108656;2053
851968;1870
1131754;2493
28632;440
109323;927
40922;553
421481;1465
409255;1456
6741;139
101811;897
787016;1861
561568;1532
582349;1593
1129111;2384
77758;786
708945;1818
1128853;2359
1135368;2548
1152394;2605
7430;166
696346;1816
85688;825
8699;181
1130568;2414
57773;659
593068;1609
1107325;2027
66809;721
1125082;2298
214472;1228
1123530;2288
264556;1320
643695;1716
560936;1529
94229;855
95594;869
1106789;2012
61417;684
117316;954
1107418;2031
1153160;2646
1127851;2334
14083;267
1119211;2225
14430;271
1128536;2355
13208;250
1131359;2468
632796;1681
1131230;2449
135765;1030
23448;369
246618;1284
55801;649
1110546;2082
15889;282
689439;1809
6935;154
24974;380
370366;1422
1119987;2236
1120431;2248
1135125;2544
1113934;2134
1125993;2314
1152896;2624
767763;1857
531348;1524
34263;491
63832;699
22386;353
1152858;2622
46500;590
1120713;2253
135464;1029
132806;1010
1152179;2594
35061;498
1106418;2003
181782;1152
1126044;2319
1121537;2268
1131752;2492
1107455;2032
1119505;2229
285687;1340
77112;783
545647;1526
1130356;2410
1138755;2577
1133004;2519
1104449;1954
1154074;2688
1117184;2191
1104809;1960
1128927;2363
49753;611
1131607;2481
13658;257
593859;1626
158098;1100
1153064;2638
910;15
1153811;2664
763181;1856
103528;907
8581;174
28542;439
52007;636
